feature,importance,description
cv26__tu,0.0,Percent of trades from active to inactive status in the past 12 months
cv27__tu,0.0,Percent of credit card trades from inactive to active status in the past 12 months
cv29__tu,0.0,Number of trades in credit counseling over the past 12 months
cv30__tu,0.0,Months since most recent credit counseling
aggs101__tu,0.0,Aggregate Spend for Month M = 01
aggs102__tu,0.0,Aggregate Spend for Month M = 02
aggs104__tu,0.0,Aggregate Spend for Month M = 04
aggs117__tu,0.0,Aggregate Spend for Month M = 17
aggs107__tu,0.0,Aggregate Spend for Month M = 07
aggs108__tu,0.0,Aggregate Spend for Month M = 08
aggs109__tu,0.0,Aggregate Spend for Month M = 09
aggs110__tu,0.0,Aggregate Spend for Month M = 10
aggs111__tu,0.0,Aggregate Spend for Month M = 11
aggs113__tu,0.0,Aggregate Spend for Month M = 13
aggs114__tu,0.0,Aggregate Spend for Month M = 14
aggs115__tu,0.0,Aggregate Spend for Month M = 15
aggs116__tu,0.0,Aggregate Spend for Month M = 16
aggs106__tu,0.0,Aggregate Spend for Month M = 06
bkc321__tu,0.0,Min Total Open-to-Buy for Bankcard accounts over the past 3 months
bkc322__tu,0.0,Min Total Open-to-Buy for Bankcard accounts over the past 6 months
bkc323__tu,0.0,Min Total Open-to-Buy for Bankcard accounts over the past 12 months
bkc326__tu,0.0,Average Total Open-to-Buy for Bankcard accounts over the past 6 months
bkc327__tu,0.0,Average Total Open-to-Buy for Bankcard accounts over the past 12 months
bkc328__tu,0.0,Average Total Open-to-Buy for Bankcard accounts over the past 24 months
ret315__tu,0.0,Number of months since Max Total Open-to-Buy for Retail accounts
ret316__tu,0.0,Max Total Open-to-Buy for Retail accounts over the past 3 months
walshrs2__tu,0.0,Spend on current dominant bankcard relative to total spend over the past year
ret319__tu,0.0,Max Total Open-to-Buy for Retail accounts over the past 24 months
ret320__tu,0.0,Number of months since Min Total Open-to-Buy for Retail accounts
ret321__tu,0.0,Min Total Open-to-Buy for Retail accounts over the past 3 months
ret322__tu,0.0,Min Total Open-to-Buy for Retail accounts over the past 6 months
ret323__tu,0.0,Min Total Open-to-Buy for Retail accounts over the past 12 months
ret324__tu,0.0,Min Total Open-to-Buy for Retail accounts over the past 24 months
ret325__tu,0.0,Average Total Open-to-Buy for Retail accounts over the past 3 months
ret326__tu,0.0,Average Total Open-to-Buy for Retail accounts over the past 6 months
ret327__tu,0.0,Average Total Open-to-Buy for Retail accounts over the past 12 months
ret318__tu,0.0,Max Total Open-to-Buy for Retail accounts over the past 12 months
rle901__tu,0.0,Number of over-payments on Real-Estate accounts in the past 6 months
rle902__tu,0.0,Number of over-payments on Real-Estate accounts in the past 12 months
rle903__tu,0.0,Number of over-payments on Real-Estate accounts in the past 24 months
rle904__tu,0.0,Amount of over-payments on Real-Estate accounts in the past 6 months
rle905__tu,0.0,Amount of over-payments on Real-Estate accounts in the past 12 months
rle906__tu,0.0,Amount of over-payments on Real-Estate accounts in the past 24 months
rev315__tu,0.0,Number of months since Max Total Open-to-Buy for Revolving accounts
rev316__tu,0.0,Max Total Open-to-Buy for Revolving accounts over the past 3 months
bkc319__tu,0.0,Max Total Open-to-Buy for Bankcard accounts over the past 24 months
rev319__tu,0.0,Max Total Open-to-Buy for Revolving accounts over the past 24 months
rev320__tu,0.0,Number of months since Min Total Open-to-Buy for Revolving accounts
rev321__tu,0.0,Min Total Open-to-Buy for Revolving accounts over the past 3 months
rev322__tu,0.0,Min Total Open-to-Buy for Revolving accounts over the past 6 months
rev324__tu,0.0,Min Total Open-to-Buy for Revolving accounts over the past 24 months
rev325__tu,0.0,Average Total Open-to-Buy for Revolving accounts over the past 3 months
rev326__tu,0.0,Average Total Open-to-Buy for Revolving accounts over the past 6 months
rev327__tu,0.0,Average Total Open-to-Buy for Revolving accounts over the past 12 months
bkc316__tu,0.0,Max Total Open-to-Buy for Bankcard accounts over the past 3 months
rev318__tu,0.0,Max Total Open-to-Buy for Revolving accounts over the past 12 months
inst_trd__tu,0.0,Number of installment trades
nomt_trd__tu,0.0,Number of non-mortgage trades
rev_trd__tu,0.0,Number of revolving trades
agg101__tu,0.0,Aggregate non-mortgage balances for month 1
agg102__tu,0.0,Aggregate non-mortgage balances for month 2
agg104__tu,0.0,Aggregate non-mortgage balances for month 4
agg105__tu,0.0,Aggregate non-mortgage balances for month 5
agg109__tu,0.0,Aggregate non-mortgage balances for month 9
bkc205__tu,0.0,
agg112__tu,0.0,Aggregate non-mortgage balances for month 12
agg113__tu,0.0,Aggregate non-mortgage balances for month 13
agg115__tu,0.0,Aggregate non-mortgage balances for month 15
agg116__tu,0.0,Aggregate non-mortgage balances for month 16
agg117__tu,0.0,Aggregate non-mortgage balances for month 17
agg118__tu,0.0,Aggregate non-mortgage balances for month 18
agg121__tu,0.0,Aggregate non-mortgage balances for month 21
agg122__tu,0.0,Aggregate non-mortgage balances for month 22
agg111__tu,0.0,Aggregate non-mortgage balances for month 11
ret54__tu,0.0,Number of Retail trades utilized more than 90% in the past 12 months
ret81__tu,0.0,Months since a Retail trade last exceeded 25% utilization
ret82__tu,0.0,Months since a Retail trade last exceeded 50% utilization
ret83__tu,0.0,Months since a Retail trade last exceeded 75% utilization
ret84__tu,0.0,Months since a Retail trade last exceeded 90% utilization
ENG-3mo_bad,0.0,
ret102__tu,0.0,Number of months in the past 12 months where percentage of Retail trades utilized less than 50% was more than 25%
ret112__tu,0.0,Number of months in the past 12 months where percentage of Retail trades utilized less than 75% was more than 25%
bc_trd__tu,0.0,Number of bankcard trades
ret132__tu,0.0,Number of months in the past 12 months where percentage of Retail trades utilized more than 25% was more than 90%
ret142__tu,0.0,Number of months in the past 12 months where percentage of Retail trades utilized more than 50% was more than 90%
ret152__tu,0.0,Number of months in the past 12 months where percentage of Retail trades utilized more than 75% was more than 90%
ret162__tu,0.0,Number of months in the past 12 months where percentage of Retail trades utilized more than 100% was more than 90%
aggs907__tu,0.0,Annual Spend of top-of-wallet bankcard (highest annual spend).
aggs908__tu,0.0,Age of top-of-wallet bankcard (highest annual spend).
aggs909__tu,0.0,Current Balance of top-of-wallet bankcard (highest annual spend).
aggs910__tu,0.0,Current High Credit of top-of-wallet bankcard (highest annual spend)
aggs911__tu,0.0,Current Utilization of top-of-wallet bankcard (highest annual spend).
ret122__tu,0.0,Number of months in the past 12 months where percentage of Retail trades utilized less than 100% was more than 25%
agg222__tu,0.0,Aggregate non-mortgage credit line for month 22
agg223__tu,0.0,Aggregate non-mortgage credit line for month 23
agg224__tu,0.0,Aggregate non-mortgage credit line for month 24
agg301__tu,0.0,Aggregate non-mortgage amount past due for month 1
agg302__tu,0.0,Aggregate non-mortgage amount past due for month 2
agg303__tu,0.0,Aggregate non-mortgage amount past due for month 3
agg304__tu,0.0,Aggregate non-mortgage amount past due for month 4
agg306__tu,0.0,Aggregate non-mortgage amount past due for month 6
agg123__tu,0.0,Aggregate non-mortgage balances for month 23
agg310__tu,0.0,Aggregate non-mortgage amount past due for month 10
agg311__tu,0.0,Aggregate non-mortgage amount past due for month 11
agg312__tu,0.0,Aggregate non-mortgage amount past due for month 12
agg313__tu,0.0,Aggregate non-mortgage amount past due for month 13
agg315__tu,0.0,Aggregate non-mortgage amount past due for month 15
agg316__tu,0.0,Aggregate non-mortgage amount past due for month 16
agg317__tu,0.0,Aggregate non-mortgage amount past due for month 17
agg318__tu,0.0,Aggregate non-mortgage amount past due for month 18
agg308__tu,0.0,Aggregate non-mortgage amount past due for month 8
agg124__tu,0.0,Aggregate non-mortgage balances for month 24
agg201__tu,0.0,Aggregate non-mortgage credit line for month 1
agg202__tu,0.0,Aggregate non-mortgage credit line for month 2
agg203__tu,0.0,Aggregate non-mortgage credit line for month 3
agg204__tu,0.0,Aggregate non-mortgage credit line for month 4
agg205__tu,0.0,Aggregate non-mortgage credit line for month 5
agg207__tu,0.0,Aggregate non-mortgage credit line for month 7
agg208__tu,0.0,Aggregate non-mortgage credit line for month 8
agg221__tu,0.0,Aggregate non-mortgage credit line for month 21
agg212__tu,0.0,Aggregate non-mortgage credit line for month 12
agg213__tu,0.0,Aggregate non-mortgage credit line for month 13
agg214__tu,0.0,Aggregate non-mortgage credit line for month 14
agg215__tu,0.0,Aggregate non-mortgage credit line for month 15
agg216__tu,0.0,Aggregate non-mortgage credit line for month 16
agg217__tu,0.0,Aggregate non-mortgage credit line for month 17
agg218__tu,0.0,Aggregate non-mortgage credit line for month 18
agg219__tu,0.0,Aggregate non-mortgage credit line for month 19
agg220__tu,0.0,Aggregate non-mortgage credit line for month 20
agg211__tu,0.0,Aggregate non-mortgage credit line for month 11
std201__tu,0.0,Total Payment Ratio for Student Loan accounts over the past 1 month
std202__tu,0.0,Total Payment Ratio for Student Loan accounts over the past 3 months
std203__tu,0.0,Total Payment Ratio for Student Loan accounts over the past 6 months
std205__tu,0.0,Total Payment Ratio for Student Loan accounts over the past 24 months
std222__tu,0.0,Average total Payment Ratio for Student Loan accounts over the past 3 months
std223__tu,0.0,Average total Payment Ratio for Student Loan accounts over the past 6 months
std224__tu,0.0,Average total Payment Ratio for Student Loan accounts over the past 12 months
std225__tu,0.0,Average total Payment Ratio for Student Loan accounts over the past 24 months
ret53__tu,0.0,Number of Retail trades utilized more than 75% in the past 12 months
per203__tu,0.0,Total Payment Ratio for Personal Loan accounts over the past 6 months
per204__tu,0.0,Total Payment Ratio for Personal Loan accounts over the past 12 months
per205__tu,0.0,Total Payment Ratio for Personal Loan accounts over the past 24 months
per223__tu,0.0,Average total Payment Ratio for Personal Loan accounts over the past 6 months
per224__tu,0.0,Average total Payment Ratio for Personal Loan accounts over the past 12 months
per225__tu,0.0,Average total Payment Ratio for Personal Loan accounts over the past 24 months
rev11__tu,0.0,Number of instances where a Revolving trade was utilized more than 25% in the past 12 months
rev12__tu,0.0,Number of instances where a Revolving trade was utilized more than 50% in the past 12 months
per202__tu,0.0,Total Payment Ratio for Personal Loan accounts over the past 3 months
bkc222__tu,0.0,
bkc223__tu,0.0,
bkc224__tu,0.0,
bkc225__tu,0.0,
ret201__tu,0.0,Total Payment Ratio for Retail accounts over the past 1 month
ret202__tu,0.0,Total Payment Ratio for Retail accounts over the past 3 months
ret203__tu,0.0,Total Payment Ratio for Retail accounts over the past 6 months
ret204__tu,0.0,Total Payment Ratio for Retail accounts over the past 12 months
aut224__tu,0.0,Average total Payment Ratio for Auto accounts over the past 12 months
ret222__tu,0.0,Average total Payment Ratio for Retail accounts over the past 3 months
ret223__tu,0.0,Average total Payment Ratio for Retail accounts over the past 6 months
ret224__tu,0.0,Average total Payment Ratio for Retail accounts over the past 12 months
ret225__tu,0.0,Average total Payment Ratio for Retail accounts over the past 24 months
aut203__tu,0.0,Total Payment Ratio for Auto accounts over the past 6 months
aut204__tu,0.0,Total Payment Ratio for Auto accounts over the past 12 months
aut205__tu,0.0,Total Payment Ratio for Auto accounts over the past 24 months
aut222__tu,0.0,Average total Payment Ratio for Auto accounts over the past 3 months
aut223__tu,0.0,Average total Payment Ratio for Auto accounts over the past 6 months
ret205__tu,0.0,Total Payment Ratio for Retail accounts over the past 24 months
bkc52__tu,0.0,Number of Bankcard trades utilized more than 50% in the past 12 months
bkc53__tu,0.0,Number of Bankcard trades utilized more than 75% in the past 12 months
bkc54__tu,0.0,Number of Bankcard trades utilized more than 90% in the past 12 months
bkc81__tu,0.0,Months since a Bankcard trade last exceeded 25% utilization
bkc83__tu,0.0,Months since a Bankcard trade last exceeded 75% utilization
bkc84__tu,0.0,Months since a Bankcard trade last exceeded 90% utilization
bkc92__tu,0.0,Number of months in the past 12 months where percentage of Bankcard trades utilized less than 25% was more than 25%
bkc102__tu,0.0,Number of months in the past 12 months where percentage of Bankcard trades utilized less than 50% was more than 25%
rev13__tu,0.0,Number of instances where a Revolving trade was utilized more than 75% in the past 12 months
bkc122__tu,0.0,Number of months in the past 12 months where percentage of Bankcard trades utilized less than 100% was more than 25%
bkc132__tu,0.0,Number of months in the past 12 months where percentage of Bankcard trades utilized more than 25% was more than 90%
bkc142__tu,0.0,Number of months in the past 12 months where percentage of Bankcard trades utilized more than 50% was more than 90%
bkc162__tu,0.0,Number of months in the past 12 months where percentage of Bankcard trades utilized more than 100% was more than 90%
ret11__tu,0.0,Number of instances where a Retail trade was utilized more than 25% in the past 12 months
ret12__tu,0.0,Number of instances where a Retail trade was utilized more than 50% in the past 12 months
ret13__tu,0.0,Number of instances where a Retail trade was utilized more than 75% in the past 12 months
ret51__tu,0.0,Number of Retail trades utilized more than 25% in the past 12 months
ret52__tu,0.0,Number of Retail trades utilized more than 50% in the past 12 months
bkc112__tu,0.0,Number of months in the past 12 months where percentage of Bankcard trades utilized less than 75% was more than 25%
rev14__tu,0.0,Number of instances where a Revolving trade was utilized more than 90% in the past 12 months
rev52__tu,0.0,Number of Revolving trades utilized more than 50% in the past 12 months
rev53__tu,0.0,Number of Revolving trades utilized more than 75% in the past 12 months
rev54__tu,0.0,Number of Revolving trades utilized more than 90% in the past 12 months
rev81__tu,0.0,Months since a Revolving trade last exceeded 25% utilization
rev82__tu,0.0,Months since a Revolving trade last exceeded 50% utilization
rev83__tu,0.0,Months since a Revolving trade last exceeded 75% utilization
rev84__tu,0.0,Months since a Revolving trade last exceeded 90% utilization
bkc51__tu,0.0,Number of Bankcard trades utilized more than 25% in the past 12 months
rev102__tu,0.0,Number of months in the past 12 months where percentage of Revolving trades utilized less than 50% was more than 25%
rev112__tu,0.0,Number of months in the past 12 months where percentage of Revolving trades utilized less than 75% was more than 25%
rev132__tu,0.0,Number of months in the past 12 months where percentage of Revolving trades utilized more than 25% was more than 90%
rev142__tu,0.0,Number of months in the past 12 months where percentage of Revolving trades utilized more than 50% was more than 90%
rev162__tu,0.0,Number of months in the past 12 months where percentage of Revolving trades utilized more than 100% was more than 90%
bkc11__tu,0.0,Number of instances where a Bankcard trade was utilized more than 25% in the past 12 months
bkc12__tu,0.0,Number of instances where a Bankcard trade was utilized more than 50% in the past 12 months
bkc13__tu,0.0,Number of instances where a Bankcard trade was utilized more than 75% in the past 12 months
bkc14__tu,0.0,Number of instances where a Bankcard trade was utilized more than 90% in the past 12 months
rev92__tu,0.0,Number of months in the past 12 months where percentage of Revolving trades utilized less than 25% was more than 25%
st35s__tu,0.0,Average balance of open student loan trades verified in past 12 months
st36s__tu,0.0,Months since most recent student loan delinquency
st45s__tu,0.0,Months since oldest student loan in repayment trade opened
st50s__tu,0.0,Number of 90 or more days past due ratings on student loan trades
st57s__tu,0.0,Total past due amount of open student loan trades verified in past 12 months
st60s__tu,0.0,Only trade(s) is student loan(s)
st99s__tu,0.0,Total balance of all student loan trades ever delinquent
st101s__tu,0.0,Total balance of all student loan trades verified in past 12 months
cv24__tu,0.0,Total payment amount of bankcard trades verified in past 3 months
hiap01__tu,0.0,Total scheduled monthly payment for open home equity loan trades verified in past 12 months
hrap01__tu,0.0,Total scheduled monthly payment for all home equity line of credit trades verified in past 12 months
inap01__tu,0.0,Total scheduled monthly payment for open installment trades verified in past 12 months
mtap01__tu,0.0,Total scheduled monthly payment for open mortgage trades verified in past 12 months
reap01__tu,0.0,Total scheduled monthly payment for all revolving trades verified in past 12 months
s063s__tu,0.0,Total public record amount reported in past 12 months
s063a__tu,0.0,Total public record amount
s208s__tu,0.0,Number of tax liens
atap01__tu,0.0,Total scheduled monthly payment for all trades verified in past 12 months
s114s__tu,0.0,Number of deduped inquiries in past 6 months (excluding auto and mortgage inquiries)
st01s__tu,0.0,Number of student loan trades
st02s__tu,0.0,Number of open student loan trades
st03s__tu,0.0,Number of currently satisfactory open student loan trades
st05s__tu,0.0,Number of open co-borrower student loan trades
st06s__tu,0.0,Number of student loan trades opened in past 6 months
st09s__tu,0.0,Number of student loan trades opened in past 24 months
st12s__tu,0.0,Number of open student loan trades verified in past 12 months
st34s__tu,0.0,Utilization for open student loan trades verified in past 12 months
st21s__tu,0.0,Months since most recent student loan trade opened
st24s__tu,0.0,Number of currently open and satisfactory student loan trades 6 months or older
st27s__tu,0.0,Number of currently open and satisfactory student loan trades 24 months or older
st28s__tu,0.0,Total credit line of open student loan trades verified in past 12 months
st29s__tu,0.0,Number of open student loan trades with balance > $0 verified in past 12 months
st30s__tu,0.0,Percentage of open student loan trades > 50% of credit line verified in past 12 months
st31s__tu,0.0,Percentage of open student loan trades > 75% of credit line verified in past 12 months
st32s__tu,0.0,Maximum balance owed on open student loan trades verified in past 12 months
st33s__tu,0.0,Total balance of open student loan trades verified in past 12 months
st20s__tu,0.0,Months since oldest student loan trade opened
us28s__tu,0.0,Total credit line of open unsecured installment trades verified in past 12 months
us29s__tu,0.0,Number of open unsecured installment trades with balance > $0 verified in past 12 months
us30s__tu,0.0,Percentage of open unsecured installment trades > 50% of credit line verified in past 12 months
us31s__tu,0.0,Percentage of open unsecured installment trades > 75% of credit line verified in past 12 months
us32s__tu,0.0,Maximum balance owed on open unsecured installment trades verified in past 12 months
us33s__tu,0.0,Total balance of open unsecured installment trades verified in past 12 months
us34s__tu,0.0,Utilization for open unsecured installment trades verified in past 12 months
us36s__tu,0.0,Months since most recent unsecured installment delinquency
s207a__tu,0.0,Months since most recent tradeline bankruptcy
us101s__tu,0.0,Total balance of all unsecured installment trades verified in past 12 months (BKAGBAL)
se01s__tu,0.0,Number of secured installment trades
se02s__tu,0.0,Number of open secured installment trades
se03s__tu,0.0,Number of currently satisfactory open secured installment trades
se06s__tu,0.0,Number of secured installment trades opened in past 6 months
se12s__tu,0.0,Number of open secured installment trades verified in past 12 months
se24s__tu,0.0,Number of currently open and satisfactory secured installment trades 6 months or older
se27s__tu,0.0,Number of currently open and satisfactory secured installment trades 24 months or older
us57s__tu,0.0,Total past due amount of open unsecured installment trades verified in past 12 months
g099a__tu,0.0,Number of tradeline bankruptcies verified in past 24 months
s209a__tu,0.0,Months since most recent non-medical third party collection
s204a__tu,0.0,Total balance of non-medical third party collections verified in past 12 months
g242f__tu,0.0,Number of finance inquiries (includes duplicates) in past 3 months
g244f__tu,0.0,Number of finance inquiries (includes duplicates) in past 12 months
g243b__tu,0.0,Number of bank inquiries (includes duplicates) in past 6 months
g244b__tu,0.0,Number of bank inquiries (includes duplicates) in past 12 months
st102s__tu,0.0,Number of student loans in repayment
us27s__tu,0.0,Number of currently open and satisfactory unsecured installment trades 24 months or older
at01a__tu,0.0,Number of authorized user trades
us01s__tu,0.0,Number of unsecured installment trades
us02s__tu,0.0,Number of open unsecured installment trades
us03s__tu,0.0,Number of currently satisfactory open unsecured installment trades
us06s__tu,0.0,Number of unsecured installment trades opened in past 6 months
us09s__tu,0.0,Number of unsecured installment trades opened in past 24 months
us12s__tu,0.0,Number of open unsecured installment trades verified in past 12 months
us24s__tu,0.0,Number of currently open and satisfactory unsecured installment trades 6 months or older
us25s__tu,0.0,Number of currently open and satisfactory unsecured installment trades 12 months or older
st103s__tu,0.0,Number of student loans in deferment
re09s__tu,0.0,Number of revolving trades opened in past 24 months
re12s__tu,0.0,Number of open revolving trades verified in past 12 months
re21s__tu,0.0,Months since most recent revolving trade opened
re24s__tu,0.0,Number of currently open and satisfactory revolving trades 6 months or older
re25s__tu,0.0,Number of currently open and satisfactory revolving trades 12 months or older
re27s__tu,0.0,Number of currently open and satisfactory revolving trades 24 months or older
re29s__tu,0.0,Number of open revolving trades with balance > $0 verified in past 12 months
re30s__tu,0.0,Percentage of open revolving trades > 50% of credit line verified in past 12 months
s073b__tu,0.0,Number of non-medical third party collections with balance > $100
re33s__tu,0.0,Total balance of open revolving trades verified in past 12 months
re34s__tu,0.0,Utilization for open revolving trades verified in past 12 months
re35s__tu,0.0,Average balance of open revolving trades verified in past 12 months
re36s__tu,0.0,Months since most recent revolving delinquency
re57s__tu,0.0,Total past due amount of open revolving trades verified in past 12 months
re101s__tu,0.0,Total balance of all revolving trades verified in past 12 months
re102s__tu,0.0,Average credit line of open revolving trades verified in past 12 months
rp01s__tu,0.0,Number of repossession trades
re32s__tu,0.0,Maximum balance owed on open revolving trades verified in past 12 months
pb12s__tu,0.0,Number of open premium credit card trades verified in past 12 months
pb20s__tu,0.0,Months since oldest premium credit card trade opened
pb21s__tu,0.0,Months since most recent premium credit card trade opened
pb24s__tu,0.0,Number of currently open and satisfactory premium credit card trades 6 months or older
pb25s__tu,0.0,Number of currently open and satisfactory premium credit card trades 12 months or older
pb27s__tu,0.0,Number of currently open and satisfactory premium credit card trades 24 months or older
pb28s__tu,0.0,Total credit line of open premium credit card trades verified in past 12 months
pb29s__tu,0.0,Number of open premium credit card trades with balance > $0 verified in past 12 months
re06s__tu,0.0,Number of revolving trades opened in past 6 months
pb31s__tu,0.0,Percentage of open premium credit card trades > 75% of credit line verified in past 12 months
pb32s__tu,0.0,Maximum balance owed on open premium redit card trades verified in past 12 months
pb33s__tu,0.0,Total balance of open premium credit card trades verified in past 12 months
pb34s__tu,0.0,Utilization for open premium credit card trades verified in past 12 months
pb35s__tu,0.0,Average balance of open premium credit card trades verified in past 12 months
pb36s__tu,0.0,Months since most recent premium credit card delinquency
pb57s__tu,0.0,Total past due amount of open premium credit card trades verified in past 12 months
re02s__tu,0.0,Number of open revolving trades
re03s__tu,0.0,Number of currently satisfactory open revolving trades
pb30s__tu,0.0,Percentage of open premium credit card trades > 50% of credit line verified in past 12 months
rt31s__tu,0.0,Percentage of open retail trades > 75% of credit line verified in past 12 months
rt33s__tu,0.0,Total balance of open retail trades verified in past 12 months
rt34s__tu,0.0,Utilization for open retail trades verified in past 12 months
rt35s__tu,0.0,Average balance of open retail trades verified in past 12 months
rt36s__tu,0.0,Months since most recent retail delinquency
rt57s__tu,0.0,Total past due amount of open retail trades verified in past 12 months
rt101s__tu,0.0,Total balance of all retail trades verified in past 12 months
rt201s__tu,0.0,Highest balance of retail trades
rp02s__tu,0.0,Number of repossession trades in past 12 months
s043s__tu,0.0,Number of open trades > 50% of credit line verified in past 12 months (excluding installments and mortgages)
s061s__tu,0.0,Months since most recent 60 or more days past due
s062s__tu,0.0,Months since most recent 90 or more days past due
s064a__tu,0.0,Total placement amount of third party collections
s064b__tu,0.0,Total placement amount of non-medical third party collections
s068a__tu,0.0,Number of third party collections
s068b__tu,0.0,Number of non-medical third party collections
s071a__tu,0.0,Number of third party collections opened in past 36 months
s073a__tu,0.0,Number of third party collections with balance > $100
s004s__tu,0.0,Average number of months trades have been on file
rp03s__tu,0.0,Number of repossession trades in past 24 months
rp04s__tu,0.0,Months since most recent repossession trade reported
rp05s__tu,0.0,Total balance of repossession trades
rp06s__tu,0.0,Total balance of repossession trades in past 12 months
rp07s__tu,0.0,Total balance of repossession trades in past 24 months
rp08s__tu,0.0,Number of paid/redeemed repossession trades
rt01s__tu,0.0,Number of retail trades
rt02s__tu,0.0,Number of open retail trades
rt30s__tu,0.0,Percentage of open retail trades > 50% of credit line verified in past 12 months
rt06s__tu,0.0,Number of retail trades opened in past 6 months
rt12s__tu,0.0,Number of open retail trades verified in past 12 months
rt20s__tu,0.0,Months since oldest retail trade opened
rt21s__tu,0.0,Months since most recent retail trade opened
rt24s__tu,0.0,Number of currently open and satisfactory retail trades 6 months or older
rt25s__tu,0.0,Number of currently open and satisfactory retail trades 12 months or older
rt27s__tu,0.0,Number of currently open and satisfactory retail trades 24 months or older
rt28s__tu,0.0,Total credit line of open retail trades verified in past 12 months
rt29s__tu,0.0,Number of open retail trades with balance > $0 verified in past 12 months
rt03s__tu,0.0,Number of currently satisfactory open retail trades
rtdexq1__tu,0.0,Q1 (Jan - March) retail spend indexed to annual retail spend
rtdexq2__tu,0.0,Q2 (Apr - Jun) retail spend indexed to retail annual spend
rtdexq3__tu,0.0,Q3 (Jul - Sep) retail spend indexed to retail annual spend
rtdexq4__tu,0.0,Q4 (Oct - Dec) retail spend indexed to retail annual spend
walsrts1__tu,0.0,Spend on current dominant retail trade relative to total spend over the past month
walsrts2__tu,0.0,Spend on current dominant retail trade relative to total spend over the past year
revs101__tu,0.0,Aggregate Revolving Spend for Month M = 01
revs102__tu,0.0,Aggregate Revolving Spend for Month M = 02
se28s__tu,0.0,Total credit line of open secured installment trades verified in past 12 months
revs104__tu,0.0,Aggregate Revolving Spend for Month M = 04
revs105__tu,0.0,Aggregate Revolving Spend for Month M = 05
revs106__tu,0.0,Aggregate Revolving Spend for Month M = 06
revs108__tu,0.0,Aggregate Revolving Spend for Month M = 08
revs110__tu,0.0,Aggregate Revolving Spend for Month M = 10
revs111__tu,0.0,Aggregate Revolving Spend for Month M = 11
revs112__tu,0.0,Aggregate Revolving Spend for Month M = 12
revs113__tu,0.0,Aggregate Revolving Spend for Month M = 13
revs103__tu,0.0,Aggregate Revolving Spend for Month M = 03
rets113__tu,0.0,Aggregate Retail Spend for Month M = 13
rets114__tu,0.0,Aggregate Retail Spend for Month M = 14
rets115__tu,0.0,Aggregate Retail Spend for Month M = 15
rets116__tu,0.0,Aggregate Retail Spend for Month M = 16
rets117__tu,0.0,Aggregate Retail Spend for Month M = 17
rets118__tu,0.0,Aggregate Retail Spend for Month M = 18
rets119__tu,0.0,Aggregate Retail Spend for Month M = 19
rets120__tu,0.0,Aggregate Retail Spend for Month M = 20
rtdex02__tu,0.0,Most recent quarter year-over-year retail spend index
rets122__tu,0.0,Aggregate Retail Spend for Month M = 22
rets123__tu,0.0,Aggregate Retail Spend for Month M = 23
rets124__tu,0.0,Aggregate Retail Spend for Month M = 24
rets901__tu,0.0,Aggregate Retail Monthly Spend over last 3 Months
rets902__tu,0.0,Aggregate Retail Monthly Spend over last 6 Months
rets903__tu,0.0,Aggregate Retail Monthly Spend over last 12 Months
rets904__tu,0.0,Max Aggregate Retail Monthly Spend over last 12 Months
rets905__tu,0.0,Months since max. retail monthly spend over last 12 months
rtdex01__tu,0.0,Annual year-over-year retail spend index
rets121__tu,0.0,Aggregate Retail Spend for Month M = 21
cv01__tu,0.0,Months since most recent charge-off occurrence
cv02__tu,0.0,Months since most recent foreclosure occurrence
cv03__tu,0.0,Months since most recent repossession occurrence
cv04__tu,0.0,Months since most recent third party collection occurrence
cv06__tu,0.0,Number of mortgage trades with a loan modification
cv07__tu,0.0,Total balance of mortgage trades with a loan modification updated in past 12 months
cv08__tu,0.0,Total credit line of mortgage trades with a loan modification
cv09__tu,0.0,Number of mortgage trades that are 30 or more days past due since a loan modification
revs114__tu,0.0,Aggregate Revolving Spend for Month M = 14
cv11__tu,0.0,Number of trades 60 or more days past due ever
cv12__tu,0.0,Number of trades 90 or more days past due ever
cv17__tu,0.0,"Number of trades prior 30 days past due, now current, verified in past 12 months"
cv18__tu,0.0,"Number of trades prior 60 days past due, now current, verified in past 12 months"
cv19__tu,0.0,Total balance of trades verified in past 3 months
cv20__tu,0.0,Total monthly obligation of trades verified in past 3 months
cv21__tu,0.0,Total payment amount of trades verified in past 3 months
cv22__tu,0.0,Total balance of credit card trades verified in past 3 months
cv23__tu,0.0,Total monthly obligation of bankcard trades verified in past 3 months
cv10__tu,0.0,Number of trades 30 or more days past due ever
revs115__tu,0.0,Aggregate Revolving Spend for Month M = 15
revs116__tu,0.0,Aggregate Revolving Spend for Month M = 16
revs117__tu,0.0,Aggregate Revolving Spend for Month M = 17
revs118__tu,0.0,Aggregate Revolving Spend for Month M = 18
revs119__tu,0.0,Aggregate Revolving Spend for Month M = 19
revs120__tu,0.0,Aggregate Revolving Spend for Month M = 20
revs121__tu,0.0,Aggregate Revolving Spend for Month M = 21
revs122__tu,0.0,Aggregate Revolving Spend for Month M = 22
walsrvs2__tu,0.0,Spend on current dominant revolving trade relative to total spend over the past year
revs901__tu,0.0,Aggregate Revolving Monthly Spend over last 3 Months
revs902__tu,0.0,Aggregate Revolving Monthly Spend over last 6 Months
revs903__tu,0.0,Aggregate Revolving Monthly Spend over last 12 Months
revs904__tu,0.0,Max Aggregate Revolving Monthly Spend over last 12 Months
