feature,dtype,propna,min,max,range,std,mean,median,mode,n_unique,prop_unique,prop_negative,prop_min,prop_max,prop_zero,mean_target_25,mean_target_50,mean_target_75,description,auto_flag
per233__tu,float64,0.003486936,-6,252207,252213,614.8920139,46.63690226,-1,-1,7252,0.003464266,0.843162685,0.047015988,4.78E-07,0.094710307,0.305677878,0.320351105,0.320351105,Aggregate Excess Payment for Personal Loan accounts over the past 6 months,0
per234__tu,float64,0.003486936,-6,1205818,1205824,1296.147668,92.44469237,-1,-1,10130,0.00483908,0.825282451,0.047015988,4.78E-07,0.096331136,0.320940205,0.320940205,0.320940205,Aggregate Excess Payment for Personal Loan accounts over the past 12 months,0
all231__tu,float64,0.003486936,-6,796151,796157,4787.596988,245.6639538,0,0,15101,0.007213717,0.370203017,0.047015988,4.78E-07,0.426227911,0.330363768,0.337459746,0.337459746,Aggregate Excess Payment for All accounts over the past 1 month,0
all232__tu,float64,0.003486936,-6,1114661,1114667,7642.27645,635.0213684,0,0,25649,0.012252475,0.309479964,0.047015988,4.78E-07,0.431135302,0.33192047,0.341461212,0.340667878,Aggregate Excess Payment for All accounts over the past 3 months,0
all233__tu,float64,0.003486936,-6,3489375,3489381,11560.68914,1204.622371,0,0,35537,0.016975952,0.276131392,0.047015988,9.55E-07,0.43744187,0.332568688,0.343630065,0.34088771,Aggregate Excess Payment for All accounts over the past 6 months,0
all234__tu,float64,0.003486936,-6,4685783,4685789,17283.9627,2341.76089,0,0,50622,0.024182026,0.236761915,0.047015988,4.78E-07,0.451662461,0.345647059,0.345647059,0.341168723,Aggregate Excess Payment for All accounts over the past 12 months,0
pb57s__tu,float64,0.003486936,-5,15905,15910,32.52823643,-0.553221523,-1,-1,836,0.000399355,0.986970311,4.78E-07,4.78E-07,0.012356613,0.322440331,0.322440331,0.322440331,Total past due amount of open premium credit card trades verified in past 12 months,0
g205s__tu,float64,0.003486936,-5,501902,501907,1550.565317,384.82165,118,-5,9896,0.004727299,0.254171139,0.110952038,4.78E-07,0.079951351,0.319928581,0.330329106,0.328959976,Total monthly obligation for individual account verified in past 12 months,0
paymnt05__tu,float64,0.003486936,-6,3489375,3489381,7572.448778,1335.228398,0,0,38731,0.018501719,0.30689514,0.047061369,9.55E-07,0.296992461,0.306992339,0.334681789,0.32991455,Total amount of prepayments on installment loans last 12 months,0
paymnt04__tu,float64,0.003486936,-6,548674,548680,2790.664455,323.4540801,0,0,20783,0.009927997,0.366324587,0.047061369,4.78E-07,0.411513381,0.308120565,0.32740672,0.32740672,Total amount of prepayments on installment loans last 3 months,0
paymnt03__tu,float64,0.003486936,-6,412205,412211,1539.257514,112.7972994,0,0,11972,0.005719,0.404943123,0.047061369,4.78E-07,0.479867181,0.309697631,0.324049609,0.324049609,Total amount of prepayments on installment loans last month,0
aggs104__tu,float64,0.003486936,-6,251603,251609,531.5125105,73.93276831,-1,-2,6491,0.003100737,0.72945863,0.047061369,9.55E-07,0.048970728,0.322107763,0.34152724,0.336930661,Aggregate Spend for Month M = 04,0
aggs103__tu,float64,0.003486936,-6,426324,426330,671.4882949,76.70717784,-1,-2,6546,0.003127011,0.723391866,0.047061369,9.55E-07,0.049939022,0.321761767,0.341501748,0.336852249,Aggregate Spend for Month M = 03,0
aggs102__tu,float64,0.003486936,-6,549731,549737,812.249947,78.08980674,-1,-2,6554,0.003130832,0.71724246,0.047061369,4.78E-07,0.04935002,0.321597922,0.341582437,0.337055168,Aggregate Spend for Month M = 02,0
aggs101__tu,float64,0.003486936,-6,398671,398677,614.6852844,77.81399923,-1,-2,6510,0.003109814,0.710760576,0.047061369,9.55E-07,0.051308582,0.320650178,0.341256426,0.336723302,Aggregate Spend for Month M = 01,0
cv24__tu,float64,0.003486936,-7,397031,397038,483.3551443,40.72738638,-1,-1,4447,0.002124323,0.697738052,0.150498741,9.55E-07,0.141154491,0.307187354,0.334537383,0.332441213,Total payment amount of bankcard trades verified in past 3 months,0
cv23__tu,float64,0.003486936,-7,57604,57611,175.4133859,32.05047261,-1,-1,2565,0.001225295,0.688198902,0.150498741,4.78E-07,0.004641313,0.320154149,0.341673278,0.335942356,Total monthly obligation of bankcard trades verified in past 3 months,0
cv22__tu,float64,0.003486936,-7,577233,577240,4495.45385,1289.814736,-1,-1,33755,0.016124694,0.527329817,0.150498741,4.78E-07,0.073065813,0.353479216,0.353479216,0.33892523,Total balance of credit card trades verified in past 3 months,0
cv21__tu,float64,0.003486936,-7,999999998,1000000005,691202.3829,1323.255279,35,0,24696,0.011797229,0.173741135,0.072495919,4.78E-07,0.304041372,0.354210305,0.352251522,0.336925976,Total payment amount of trades verified in past 3 months,0
cv20__tu,float64,0.003486936,-7,1402875,1402882,2227.479659,545.2880089,293,-2,11278,0.005387478,0.204235939,0.072495919,4.78E-07,0.060863019,0.34238158,0.336844971,0.335570927,Total monthly obligation of trades verified in past 3 months,0
cv19__tu,float64,0.003486936,-7,10027873,10027880,65340.54792,33290.49801,11573,-7,211695,0.101126268,0.120146768,0.072495919,4.78E-07,0.051864145,0.319258416,0.328779661,0.332783239,Total balance of trades verified in past 3 months,0
aggs106__tu,float64,0.003486936,-6,138762,138768,492.4204603,72.06197176,-1,-2,6572,0.003139431,0.74036734,0.047061369,4.78E-07,0.048686498,0.322618684,0.341524584,0.336988371,Aggregate Spend for Month M = 06,0
rvlr33__tu,float64,0.003486936,-6,27804,27810,239.3829907,19.51855307,0,0,4790,0.002288173,0.376650028,0.047061369,4.78E-07,0.60232744,0.363457536,0.323058118,0.323058118,Bankcard balance for bankcard with fifth highest balance,0
rvlr32__tu,float64,0.003486936,-6,31009,31015,352.7550751,38.65771461,0,0,6259,0.002989911,0.376650028,0.047061369,4.78E-07,0.584894331,0.363457536,0.324662137,0.324662137,Bankcard balance for bankcard with fourth highest balance,0
rvlr31__tu,float64,0.003486936,-6,32594,32600,549.6724767,81.08228873,0,0,8354,0.003990689,0.376650028,0.047061369,4.78E-07,0.549797384,0.363457536,0.327474992,0.327474992,Bankcard balance for bankcard with third highest balance,0
rvlr30__tu,float64,0.003486936,-6,100080,100086,923.2608099,184.3902176,0,0,11802,0.005637791,0.376650028,0.047061369,4.78E-07,0.478027566,0.363457536,0.332348327,0.332348327,Bankcard balance for bankcard with second highest balance,0
rvlr29__tu,float64,0.003486936,-6,577095,577101,2051.516608,555.9917583,0,-1,19459,0.009295524,0.376650028,0.047061369,4.78E-07,0.315321254,0.363457536,0.340751536,0.337019758,Bankcard balance for bankcard with highest balance,0
rvlr04__tu,float64,0.003486936,-6,58172,58178,966.805462,175.7312543,0,0,12123,0.005791132,0.46168122,0.047061369,4.78E-07,0.443632836,0.35585134,0.330072923,0.330072923,Total retail revolver trade balance,0
rvlr03__tu,float64,0.003486936,-6,193370,193376,2696.482047,512.3199931,0,0,23792,0.01136539,0.432477155,0.047061369,4.78E-07,0.419556381,0.362110863,0.334513328,0.334513328,Total bankcard revolver trade balance,0
aggs105__tu,float64,0.003486936,-6,123017,123023,481.8852454,73.69108324,-1,-2,6580,0.003143253,0.735124127,0.047061369,4.78E-07,0.047110572,0.32243971,0.341560697,0.337108987,Aggregate Spend for Month M = 05,0
